,title,content
2647,죽으면 다 해결되자나,그래 죽으면 다 해결되자나 죽음이 해결방법일수잇ㅈㅏ나 죽으면 끝나는데 왜 이승에서 이토록 괴로워야하는거지
2648,,우울하고 슬프다....
2649,,이야기 들어주세요. 대화해주세요...
2650,,"당했다는 심정 알기나할까 나한텐 트라우마가 되어버려서 그후로 1년째 심리상담을 매주 받아도 나아지질 않아 상처는 매체에서 본 것처럼 극복하는게 아니라 그냥 생긴채로 곯지라도 않게 피해망상에 집어삼켜지지 않게 하는게 최선이구나 알게됐어 가스라이팅은 내가 아니라 네가 하고 갔지 피해자 위치 선점해서 네 주변에 퍼트린 악담들 전부 네 환승에 정당성 부여하려던 것뿐이잖아 알고보니 너 전에 나 말고 똑같이 네 어장에 매달리던 년 하나 정신병원 보냈더라 말다했지 내게 뭘 상처줬는지도 모르고 돌아와선 네멋대로 계륵취급하는 걸 그땐 널 도저히 못놓아서 빌면서 붙잡으려했었던게 가장 후회돼 내가 가진 마지막 기회를 너무 헐값에 날려버렸어 일년이 지났지만 지금 다시 온다면 그때 못한말 그대로 할수있어 너 나때문에 정신병걸리겠다고 소문냈잖아 그래서 병원갔니? 나는 지금도 병원 다니고 있어 한달에 사십만원씩 써가면서 네 멋대로 던지고 간 사과로 너는 기분털고 새출발했겠지만 니가 떠안긴 사과는 너한테만 면죄부가 되었을 뿐 나한테는 더 큰 족쇄가되버렸어 건강한 관계 운운하면서 보험들려던 너는 새출발이라고 꽃밭으로 네좋을대로 옮겨갔고 나는 혼자 가라앉았거든 괜찮아 지질 않는데 어떡하니 니가 등에 칼꽂았잖아 해줄말 아무것도 없고 네가 몇번을 사과한다해도 받아줄수 없어 그런 방법이 도저히 상상 안가니까 그냥 니가 나한테 하고 간짓 절대로 용서 못하고, 운이 좋지않으면 난 그걸 계속 껴안고 이 괴로움속에서 살아야하고 영원히 잊을수 없다는 거나 절대 잊지말았으면 좋겠어 내가 매순간 미치겠는것만큼이나 네가 매순간 기억하고 괴로워해야한다고 생각하는데 그럴 방법이 없다는게 너무 분해"
2651,서비스직하면서무례함,사람들의 무례함에 질리고 지쳐버렸을때는 어떻게 하나요? 일하면서 예전부터 하두 보다보니까 사람이 싫어지고 저에게 진상을 부린 그연령대가 스치는것도 싫고 주변사람들이 조금이라도 비슷한 행동을 하면 경멸하게 돼요. 사람이 예민해지고 성격도 이상해지는것같고 어떻해야하나요?.. 그리고 스트레스관리비법이나 각자만의 스트레스해소법이 있나요??? 있다면 어떻게 찾았나요??? 많은 관심과댓글 부탁드려요... ㅠㅠㅠㅠ
2652,,인생이란 다 그런거래요 내맘대로 할수있는것보다 먹고살기위해 하는게 많대요 근데 나는 그게 죽어도 싫은데 즐거운일보다는 답답한 일만 한가득이야 어른들은 어떻게 지금까지 할 수 있었을까? 대학이 뭐라고 취업이 뭐라고 사는게 뭐라고 이젠 인생의 답이 뭔지 모르겠어
2653,다른 반에 좋아하는 애가 생겼어요,"그 전까지는 누군가와 친해지고 싶다거나 좋아하는 애가 생겨도 항상 같은 반인 친구들이였어요. 그런데 이번에 제가 1반인데 3반에 좋아하는 애가 생겼어요.. 처음에는 그냥 친해지고 싶다 정도였는데 친구한테 성격 등을 듣고 가끔 복도에서 마주치다보니 좋아하는 마음이 점점 더 커져갔어요.. (사실 제가 조금 금사빠에요..ㅎ) 그런데 요즘 코로나라서 복도에서 친구들을 만날 때에도 선생님들 눈치를 보면서 만나야 하고 다른 반에는 들어가지도 못해요.. 그래서 친해질 수 있는 기회가 없을뿐더러 친해진 후에는 괜찮은데 이성 친구에게 먼저 말을 건내는게 조금 힘들어요.. 어떻게 하면 친해질 수 있을까요?ㅜㅜ (참고로 페북, 인스타, 트위터 다 안 합니당..!!)"
2654,,"사랑 받고 싶다 연인 아니여도 가족이든 친구든 아무나, 근데 사랑 주는 사람은 누구지 어디있지 난 누구한테 사랑 받을 수 있고 누구한테 기대야 되지 어디로 가야 되지"
2655,,그냥 사라지고 싶다 아무에게도 기억되지 않은 채
2656,,심심하다 지루해......
2657,,왜이렇게 심장이 크게 빨리 뛰지..?
2658,,"비 온 뒤 유속이 빠른 곳. 꽤 오래전 자신의 절실함을, 자신의 생명을 무기 삼아 영상을 찍던 이가 있었다. 그가 말하고자 한 내용은 기억이 안 나는데, 그는 허리에 줄을 묶고 그가 물에 뛰어 드는 것을 영상으로 찍었다. 곧 돌아오겠다며. 내가 말하고자 하는 바는 내가 물에 뛰어들 만큼 절실하다며. 이렇게라도 내 의지를 보여주겠다며. 나는 다시 돌아오겠노라. 세상 별 신기한 사람이 다 있구나. 장난인 줄만 알았는데. 친구가 관심갖고 보던 그 사람의 행태를. 며칠 후 죽음을 알리는 기사로 접했다. 사람의 생사는 사람 뜻대로 되는 게 아닌건가? 이럴 때 '허망하다'는 표현을 쓰는 건가? 한동안 멍.. 가벼운 죽음이든, 무거운 죽음이든 존재가 사라지기까지 멀리서나마의 온기가 식기까지 한동안 멍하게 그의 존재를 생각했던 기억이 있다. 그래도 뭐 결국. 잊혀져가고 잊고 살아 갑디다. 무기력을 실험하는 전기 실험에서, 그 와중에도 포기하지 않고 도망치는 동물들이 있대요. 아마도 세상은 그렇게 이겨나가는 사람들의 몫이 아닐까?.. 그래서 그들에게 이따금씩 '행복'이라는 감정을 쥐어주는 게 아닐까.. 합니다. 행복하세요. 잘 사세요."
2659,,울고싶어요ᆢ ㅠㅠ 으앙
2660,,아무 생각도 없고 아무 것도 하고 싶지 않다...
2661,고1인데 반에서 뒤에서 2등이 나왔어요,안녕하세요 해외에서 한국 대학 입시를 준비하고 있는 재외국민입니다. 그래서 한국말이 조금 서툴어도 이해해주세요. 저는 고1시험에 난이도가 이렇게 어려울줄 몰랐고 그만큼의 시간을 투자해야했는 지도 몰라서 이번에 시험을 많이 망쳤습니다. 수학이랑 외국어 빼고 전체가 다 뒤에서 3등쯤 합니다...ㅜㅜ 중학교보다는 많이는 했으나 이 정도일줄은 몰랐어요... 대학 갈 수 있을까요 처음 시험이니까 다음부터 잘하면 매꿀 수 있을까요
2662,,내 1시간은 10만원의 가치가있다
2663,,내가 이 일을 하면 나에게 이득이 되는 것은 맞는데 하고 나서 결과가 좋게 나와도 보람차지 않을 것 같다
2664,내가 살기 싫은 이유는,살 이유가 없어서 살기 싫은 거야
2665,,착하고 현명한 사람들은 좋겠다 부러워
2666,,"있잖아,만약에 내가 죽는지도 사는지도 모른채 매일 걱정만 하며 살아가면 어떨것같아? 나 때문에 누가 죽지는 않을지,나 때문에 어딘가 피해가 가지않을지,나 때문에 내가 한것들 노력한 것들이 모두 사라지진 않을지,나 때문에 가족이 위험해질지 걱정하며 살아가면,어떻게될까. 저기 말이야.난 죽고싶지않아.위험해지고싶지도 않아.내가 위험해지면 내 주변 사람도 함께 위험해지니까,나는 내가 한 일이 후회돼.내가 도대체 왜 그랬을까, 제발 모두 건강하고 무사했으면 좋겠어."
2667,,오늘 아무일 없이 조용히 무사히 지나가게 해주세요
2668,,매일 딱히 하는 일도 없이 하루가 끝나기만을 기다리고 있네요
2669,친한친구가 다른친구랑 더 친해지면 불안한거 같은데 저만그런가요..?,전 제친구가 다른 친구랑 친하면 그친구가 누굴만난다고 해도 누구만나지 이런생각이들고 불안해요
2670,,실수는 발견의 시작이다. - 제임스 조이스
2671,,내가 징징대고 변덕스럽게 굴더라도 나를 좋아해줄 수 있는 사람이 있었으면 좋겠다
2672,,저 성격 진짜 별로래요ㅎㅎ
2673,,멀티플래이어가 안되면 운전하면 안되나요?
2674,,우울증을 이겨내고 내가 바뀌면 노력하면 다 해결될 줄 알았는데 운이라는 게 다 뭘까요. 운 하나가 없어서 이렇게 울어야 하나요. 원망할 대상은 없고 책임은 내가 져야하네요. 이걸 원한 적은 없는데 지치고 아프네요.
2675,,살아간다는 것은 빚지는 행위처럼 느껴진다. 태어나서 공부를 하는데도 돈이 든다. 그렇게 공부해서 대학가는데도 돈이 든다. 대학에서 취업준비를 위해 또 돈이 든다. 그렇게 취업을 해도 학자금 대출을 갚아야 한다. 집을 살려해도 돈이 든다. 그렇게 대출을 빌리고 갚아가는 인생을 살다보면 나는 뒤지겠지. *** 그래놓고 사람들이 하는 말. 요즘 젊은이들은 노력을 안해! 눈만 높아! 고생도 안한것들이 뭐가 힘들다고... 죄송합니다. 뭘 하든 다 돈이 드는데 그 돈 갚는 것도 힘들어서요. 안정적이게 자리를 잡아간다는 건 옛말인 가 봐?
2676,,미안해요 나도 예쁜 글을 쓰고 싶은데 지금은 그럴 힘이 없어 항상 나 응원해주시던 분들 빨리 댓글도 달러 가고 싶은데 ..진짜 미안해요 아무런 생각도 나질 않아서 나 그냥 점점 뇌가 멈춰가는 것 같아 온몸이 그와 함께 정지하는 듯해 우울도 아니고 행복도 아닌 괴로운 감정이 자꾸 내게 젖어드네요.. 요즘은 그냥 계속 욕이 나와요 혼자 있을 때 빼곤 한 번도 겉으로 말해본 적이 없어서 그래서 자꾸 글에 묻어나나봐요 그 답답함이요.. 미안해요.. 우리 마카님들 좋은 글만 보여드리고 싶은데 내가 그냥 너무 괴롭고 힘들어요 그래서 절로 욕이 나와 그걸 멈출 수가 없어요 ..나도 알아요 이젠 욕만큼 내 감정을 잘 표현해주는 말이 없을 때도 있다는 걸 아무의 눈치도 보지 않고 맘껏 뱉어내도 가끔은 괜찮다는 거 ..근데 그냥 다들 힘들텐데.. 나까지 이래서 미안해요. 지나가는 길에 눈 불편하게 해서요 그리고 고마워요.. 조금만 더 기다려줘요. 지금은 너무 머리가 아프고 더워서.. 아무 생각도 나지를 않아서 그냥 아무것도 할 수가 없어서 내가 마음을 털어놀 수도 다른 사람의 글에 댓글을 달아줄 수도 또 다른 무얼 할 힘도 없어요. 미안해요.. 미안해.. 항상 고마워요..
2677,,점점 더 못나지고만 있는 것 같아
2678,,오늘 더워요 남은 하루도 파이팅 하세요^^
2679,,노래방 가고싶다..... 코시국때문에 노래방 못간지 1년 넘었다... 작년 1월에 가고는 못갓어 나는 노래방도 안가고 클럽도 안가고 술집도 안가고 친구들도 안만나는데 누가 이렇게 싸돌아다니는거야? 음???? 못놀아서 죽은 귀신이 붙었나 어 왜들 이렇게 뽈뽈거리고 돌아댕겨 겁도없이그냥 응?? 술집가지말랫더니 모텔방에서 술장사하는거 보고 혀를 내둘렀다 진짜 말 지지리도 안들어.. 잡아다가 입열고 깔때기로 술을 들이부어줘야돼아주 원없이 마시게
2680,,갇히기싫다 정신병원에.. 그렇다고 살기위한 걷기위한 그래도 힘나는 약을 끊기도 쉽지가않다 좀만 천천히 끊어가면 안될까 난 하나도 바라는거 없었는데 변하지않는데 약먹어서 이제 술로 그런다더니 이제 약으로 바뀐다 할수있는게 나는 아무것도없네.. 휴 힘들다 보통사람처럼 살아라면서 조금 나도 의지할곳이있는게 약일뿐인데 아무도없다는데 내편이.. 약이라도 내편이니 좀 이해좀 해주면 안될까... 살고싶은데...
2681,,거절했더니 마음이 편치 않다.. 거절해야만하는 상황인건 맞는데 왜 이렇게 내 마음은 불편할까.. 너무 힘들다..
2682,,궁금해서 물어보고 싶은데 한편으론 두려워서 그럴 수 없어
2683,,혹시 일본에서 지금이나 한 10년 이내에 취업하셨던 분들 계실까요? 해외취업연계교육 권유받았는데 걱정되는 게 많아서ㅠㅠ
2684,,우울증이 두달만에 재발한거같애서 이주동안 버티고 혼자 극복해보려다가 결국 사람도 안만나고 계속 자고싶고 속도 역겹고 이대로 히키코모리가 될거같아서 그저께 정신과 다시 재방문하고 약 받아와서 먹고있어요 거짓말같이 매일매일 절 괴롭히던 눈이 흔들리는 듯한 감각이상이 사라졌네요.. 신경이 엄청나게 예민한 상태였던걸까요 이제야 마음이 놓여요 ㅠㅠ... 언제쯤 완치될까요..
2685,,살아서 숨을 쉬는게 내게는 곧 죄악이고 고통이지만 나는 살고싶다
2686,,정말죽고싶다 죽고싶지않은데도 외모는걱정되고 능력이이정도라 불안하고위태위태해요 죽어도될까
2687,좀 방에서 쳐나가라 하면 나가면 될 거를,굳이 ****** 하면서 같잖은 자존심 부리는 이유가 뭐냐고 그래 나 ㅂㅅ됐다 근데 어쩌라고? 니 말마따나 전생에 니가 원수였나보지 언니는 뒤져서 원수 갚고 나는 *** 돼서 원수갚는 거겠지 정신병원도 안보내고 그놈의 노오오오오력으로 정상으로 돌아오라고 ******인데 니가 그렇게 좋아하는 굿이라도 한 판 하지 그랬냐 *** 나도 ㅂ신으로 살고 싶어서 이러고 있는 거겠냐고 니한테서 태어나서 이 ***이 전쟁같은 집구석에서 자라지만 않았어도 내가 ***이 됐겠냐고 이 미친 알콜중독자야 내가 이 ***은 유전자 쳐받아서 ***같이 큰 게 온전히 내 잘못이냐? 걍 좀 *** 처음부터 그 ***을 안했으면 될 거 아냐 뭐가 그렇게 미워서 그 애새ㄲ를 그렇게 학대했는데? 얼마만큼 미웠던가 나도 니 ㅅ끼였잖아 니가 쳐싸지른 니 새끼들이 나를 ***이 괴롭히고 무시하는 걸 즐겁게 지켜보고 니도 가담했잖아 아빠가 조금만 이뻐해도 미친 질투가 나서 미쳐버리겠던가? 제발 다음생에서는 보지말자고 제발 좀 그딴 성질머리로 도솔천인지 나발인지 어떻게 가게?
2688,,억지 웃음이 아닌 진짜 웃음으로 웃어보고 싶다..
2689,,우울해하지 않고 싶다 행복해지고 싶다는 생각보다 지금 이 상황에서 벗어나고 싶다는 생각만 들어요 주위에서 뭐라고 해도 들리지도 않고 상담 센터에 가도 별로 달라지는 것도 없는 것 같고 그냥 좀 도망치고 싶어요 이 상황에서 그냥 다 포기해 버리고 싶어요
2690,,점점뇌가마비되어가는기분이야
2691,,언니가 집안에서 먹는거 가지고 구박을 조금은 하는데 저도 누군가로부터 대접을 받아 보고 싶어요 저가 자존심이 있어서 보상 심리가 있다 보니 치즈돈까스에 까르보나라가 먹고 싶어요 새콤 상큼 달콤한 청포도 에이드 하고 그렇게 정이 있는 사람이 물질적으로 여유가 있는 사람이 주변에 없네요.. 저가 가족이나 타인으로부터 상처도 많다 보니 사람을 안만나기도 했었더니 또 정작이 저를 대접 하여 준다던 소개팅 어플에 서 알고 지내던 남자와는 저가 몸이 안좋아서 약속 날에 약속 취소를 하게 되어서 사이가 소원 해 져서 인연이라는거.. 정말 만나기가 쉽지가 않아요
2692,,회사 스트레스.. 너무 심하다.. 내가 유약한건가
2693,,아니 남사친이 자꾸 제 뒤로 와서 어깨에 손 올리거나 자기 얼굴 기대거나 아니면 껴안는데 ... 뭐 절 좋아하는거면 이해되는데 다른 애들한테도 하는게 ... ㅋ 왜 이러는거죠? 관종인지... 뭔지
2694,자존감 올리는 법,"안녕하세요.. 저는 전체적으로 자존감이 떨어져 있어요. 외모도 성적도 성격도 다 평균 이하라고 생각하기 때문에요, 그래서 자꾸 저를 비하하게 돼요. 외모는 다이어트도 자꾸 실패하고,피부도 까무잡잡 몸매도 통통 키도 작고 진짜 자존감 떨어져요... 내가 못생겨서 친구가 없나?? 이렇게 생각하고요. 성적은 성적도 안 좋아요.... 학원 같은 거 다닐 여건이 안 되고요 뭐.. 그러면서 인강 사는데 다 썼지만.. 암튼.. 이거 나만 이해 못하냐?? 생각하면서... 나보다 잘 하는 사람보면 승부욕오르고 질투나고 화나지만.. 그럼 안되기도 하고 어차피 따질 용기도 없고.. 초딩때 누가 제 수행평가 이상하게 하고 자기꺼는 틀린거 고쳤는데 저는 따질 용기가 없어 그냥 넘어갔는데.. 집에서 진짜 분노 났어요.. 하... 제가 뭘 시도하면 부끄러워서 하루종일 생각나요. 오늘 팀즈 수업 할때 마이크 켜져있는데 제가 '아 이 쌤은 자꾸 일찍 부른다니깐..' 이랬는데 들은 사람이 있는지는 모르겠지만 아무도 반응이 없어서 안심 했지만.. 그래도 '내 이미지 망가지나?' '나 이제 망했나?' 이런 생각 계속 나요 지금도 그리고 또 성격인데.. 성격도 진짜 소심해요, 부탁하면 다 들어주고.. 부탁을 못해서 과제 제출을 못했고... 단톡방에 글 올리면 아까처럼 하루종일 부끄럽고 질문도 못해서 하루종일 찾아보고.. 게임 같은거 하면.. 저도 참여 하고 싶은데.. 뭔가 무서워서 안해요.. 말을 자꾸 안하고.. 누가 인사 안하는 이상 저는 인사도 안 하고요.. 먼저 연락하는 일 절때 없어요 엄마든 선생님이든.. 혼자 있을때는 뭐 그나마 활발한데 누가 오거나 그러면 급 소심.. 이런데 글 올리는 거는 익명이라 그런지 괜찮네요 ㅎㅎ 근데 악플은 제가 받아봤는데 거의 4년전 인데도 아직도 생생해요.. 충격 받아서 ㅠㅠ 암튼.. 자존감 올리는 법 있나요.... 전 아직도 제가 싫어요.."
2695,,덥고 짜증나고 곧 그날이라 더 짜증나고 피곤하니까 힘들고... 에라이 코로나
2696,심각한 얘기를 들으면 웃음이 나와요,"그냥 조금 진지한 얘기 정도가 아니라 큰 사고가 났다더라, 누가 죽었다더라 그런 말을 들으면 저도 모르게 입꼬리가 올라가요. 전혀 재밌거나 웃기다고 생각하지도 않고 심장이 철렁하는데 반응을 하려고 하면 반사적으로 웃음부터 나오네요. 당연히 참으려고는 하지만 참아지지도 않아요. 제 자신이 싸이코패스같기도 하고, 왜 이러는지 진짜 모르겠어요. 그런데 또 혼자 있을 때는 나쁜 소식을 들어도 전혀 웃음이 나지 않아요. 주변에 사람들이 많을 때만 그래요. 의료 쪽 공부하는 학생이라 곧 병원에 실습을 나가는데, 병원에 가서도 심각한 상황에 저 혼자 웃어버릴까 봐 고민이 돼요. 정신과에 가 봐야 할까요? 너무 특수한 상황에서 일어나는 일이라 어떻게 고쳐야 할지 감도 안 잡혀요..."
2697,,"포기하고싶어져요 고3이고 수시보려는 예체능이에요 돈없어서 수시준비한지 몇달?됐고 지금 너무 바빠요 근데 저랑 같은 학교, 같은 과, 더 높은 학교 보려는 애들은 1년전에는 준비했대요 전 걔네들 이길 자신이 없어요 실기평가항목이 2갠데 전 1개만 준비하고있고 나머지 1개는 돈이 없어서 혼자해요..... 그냥 포기하고 가까운 대학교에 들어갈 수 있는 과 아무거나 들어가고싶어요...."
2698,,"눈을 감은 것처럼 온 세상이 어두워 나를 필요로 하는 사람은 없는 거 같네 하하하.. 점점 내 인생이 무뎌지고 있어 옛날 부터 그렇게 조용하더만.. 사회성이 떨어지는 나는 세상에 쓸모가 있을까 하하하하 공부도 뭐 하나 특별한 거 하나 없군 오히려 더 떨어지면 더 떨어지지 하하 정말 쓸모 없는 인간이야. 내 자신을 비하하기 싫어도 비하 할 수 밖에 없는걸.. ㅎㅎㅎ 아... 자존감 하락의 길이다!!~~ 학교에서는 왜이리 조용하나고 쫌 용기 좀 내지 ㅋㅋㅋㅋ 나 진짜 온라인에서 흑역사 생성하고 있는데도, 차라리 이렇게 라도 해야 좀 괜찮아지니깐, 괜찮아 하하하 다들 친구가 되어준다면서 떠나도.. 인생은 뭐 혼자겠지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미친사람입니당.... 외로워서 혼자말 엄청하는뎅... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 공부나 좀 쳐하라구 돼지 새낑... 나 왜 이라노 ㅎㅎㅎ"
2699,,스트레스를 저 혼자 계속 마음속에 담아두는데 괜찮을까요...? 만약 스트레스 푸는법을 아시면 알려주세요.. 스트레스를 풀고싶어도 방법을 모르고 풀곳이 없다보니 더 담아두네요..
2700,,무기력하고.. 너무 덥다.. 그냥 하염없이 눈물만 나와.
